_link,_link_main,id,title,description
832.tender.criteria.2,832,106663,UN Eligibility,"Not having been declared ineligible based on a United Nations resolution or Employer's country law, as described in ITB Sub-Clause 4.8. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
832.tender.criteria.3,832,106664,Other Eligibility: Firm Registration Certificate,Firm Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
832.tender.criteria.4,832,106665,Other Eligibility: Business Registration Certificate,Business Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
832.tender.criteria.5,832,106666,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
832.tender.criteria.6,832,106667,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
832.tender.criteria.7,832,106668,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
834.tender.criteria.0,834,85108,Conflict of Interest,No conflicts of interest in accordance with ITB Sub-Clause 4.3. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Letter of Bid.
834.tender.criteria.1,834,85109,Government-owned Entity,"Bidder required to meet conditions of ITB Sub-Clause 4.5. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
834.tender.criteria.2,834,85110,UN Eligibility,"Not having been declared ineligible based on a United Nations resolution or Employer's country law, as described in ITB Sub-Clause 4.8. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
834.tender.criteria.3,834,85111,Other Eligibility: Firm Registration Certificate,Firm Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
834.tender.criteria.4,834,85112,Other Eligibility: Business Registration Certificate,Business Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
834.tender.criteria.5,834,85113,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
834.tender.criteria.6,834,85114,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
